Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum,profile_text
Esha Vatsa,,"London, UK","Andorra,Armenia,Austria,Belarus,Estonia,Finland,France,Georgia,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Netherlands,Norway,Slovenia,Spain,Sweden,Switzerland,UK,Ukraine","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","I invest in Europe in Applied AI, Infrastructure Software, B2B SaaS",Solo angel,"$5,000","$2,000,000","
Name: Esha Vatsa
Type: Solo angel
Focus: I invest in Europe in Applied AI, Infrastructure Software, B2B SaaS
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling
Locations: Andorra,Armenia,Austria,Belarus,Estonia,Finland,France,Georgia,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Netherlands,Norway,Slovenia,Spain,Sweden,Switzerland,UK,Ukraine
Check Size: $$5,000 to $$2,000,000
"
Wildwood Ventures,https://wildwood.vc/,"Denver, CO",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in technology companies that help solve some of the challenges that technology has created:

As a society, we are more digitally connected and content rich than ever before. Yet we are more sedentary, addicted, lonely, and burnt out than ever.

We believe connection, movement, and time outside are the antidote.

This puts our sharp point focus on technology companies in Wellness and the Outdoors. 

SAAS, consumer, marketplaces, wearables, recommerce, new commerce
",VC,"$200,000","$500,000","
Name: Wildwood Ventures
Type: VC
Focus: We invest in technology companies that help solve some of the challenges that technology has created:

As a society, we are more digitally connected and content rich than ever before. Yet we are more sedentary, addicted, lonely, and burnt out than ever.

We believe connection, movement, and time outside are the antidote.

This puts our sharp point focus on technology companies in Wellness and the Outdoors. 

SAAS, consumer, marketplaces, wearables, recommerce, new commerce

Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue
Locations: USA
Check Size: $$200,000 to $$500,000
"
Lukkap Venture Lab,https://www.lukkap.com/venture-lab/,"Paseo Castellana 82, 1A, Madrid, 28046, Spain",Spain,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in early stage startups that have already developed a product with a market fit. Our pre-money valuation limit is around $4M. 
We invest in all kind of industries, except crypto, web3 and similar.",VC,"$50,000","$150,000","
Name: Lukkap Venture Lab
Type: VC
Focus: We invest in early stage startups that have already developed a product with a market fit. Our pre-money valuation limit is around $4M. 
We invest in all kind of industries, except crypto, web3 and similar.
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue
Locations: Spain
Check Size: $$50,000 to $$150,000
"
Steven Klimek,https://stevenklimek.com,Tokyo,,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",I invest in companies that aim to leverage emerging AI technology for the benefit of humanity.,Solo angel,"$5,000","$25,000","
Name: Steven Klimek
Type: Solo angel
Focus: I invest in companies that aim to leverage emerging AI technology for the benefit of humanity.
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO
Locations: nan
Check Size: $$5,000 to $$25,000
"
Laurent Lathieyre,,"Seattle, WA",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue",I invest in open source software,Solo angel,"$50,000","$100,000","
Name: Laurent Lathieyre
Type: Solo angel
Focus: I invest in open source software
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue
Locations: USA
Check Size: $$50,000 to $$100,000
"
Yamaha Motor Ventures,https://www.yamahamotor.vc/,"422 Portage Ave, Palo Alto, CA 94306","USA,UK,Canada","2. Prototype,3. Early Revenue,4. Scaling,1. Idea or Patent","We invest in Seed to Series B across FinTech, InsurTech, Mobility, Digital Health, and Sustainability.",Corporate VC,"$500,000","$5,000,000","
Name: Yamaha Motor Ventures
Type: Corporate VC
Focus: We invest in Seed to Series B across FinTech, InsurTech, Mobility, Digital Health, and Sustainability.
Stages: 2. Prototype,3. Early Revenue,4. Scaling,1. Idea or Patent
Locations: USA,UK,Canada
Check Size: $$500,000 to $$5,000,000
"
Identity Ventures,https://identity.vc/,"Wöhlertstraße 12-13, Berlin, BE 10115, DE","Austria,Belgium,Bulgaria,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Netherlands,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland,UK","3. Early Revenue,4. Scaling,2. Prototype",We invest in early-stage companies with LGBTQ+ representation in leadership (founder or C-level positions). Research consistently demonstrates the superior performance of diverse teams.,VC,"$300,000","$3,000,000","
Name: Identity Ventures
Type: VC
Focus: We invest in early-stage companies with LGBTQ+ representation in leadership (founder or C-level positions). Research consistently demonstrates the superior performance of diverse teams.
Stages: 3. Early Revenue,4. Scaling,2. Prototype
Locations: Austria,Belgium,Bulgaria,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Netherlands,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland,UK
Check Size: $$300,000 to $$3,000,000
"
Dinare Ventures,https://dinareventures.com/,Dubai,"Egypt,UAE,Saudi Arabia,Iraq,Jordan,Lebanon,Tunisia,Algeria,Bahrain,Kuwait,Qatar,Oman,Morocco","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in early stage startups in the MENA region,Family office,"$100,000","$300,000","
Name: Dinare Ventures
Type: Family office
Focus: We invest in early stage startups in the MENA region
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue
Locations: Egypt,UAE,Saudi Arabia,Iraq,Jordan,Lebanon,Tunisia,Algeria,Bahrain,Kuwait,Qatar,Oman,Morocco
Check Size: $$100,000 to $$300,000
"
Skilltor Tech Venture Studio,https://www.skilltor.io,"Dover, DE - 19901 62/63 The Pavilion, Church Street, Bengaluru - 560001","Zimbabwe,Afghanistan,Algeria,Australia,Bahamas,Barbados,Belize,Brazil,Central African Republic,USA,Trinidad and Tobago,Taiwan,China,South Africa,Monaco,France,Canada,Dominican Republic","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in Web3, AI, Digital Trust, Infrastructure Software, Saas, Marketplace and Gaming startups with in a MVP stage to a 40M valuation with the ability to scale and grow",Startup studio,"$500,000","$1,000,000","
Name: Skilltor Tech Venture Studio
Type: Startup studio
Focus: We invest in Web3, AI, Digital Trust, Infrastructure Software, Saas, Marketplace and Gaming startups with in a MVP stage to a 40M valuation with the ability to scale and grow
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO
Locations: Zimbabwe,Afghanistan,Algeria,Australia,Bahamas,Barbados,Belize,Brazil,Central African Republic,USA,Trinidad and Tobago,Taiwan,China,South Africa,Monaco,France,Canada,Dominican Republic
Check Size: $$500,000 to $$1,000,000
"
SinWave Ventures,https://sinewave.vc/,"251 18th Street South Suite 610  Arlington, VA 22202","USA,UK,Israel","2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in the following areas:
• Data and Analytics: We look for data ingest technologies, developer tooling for AI and ML, understandable AI systems, analytic workflow tools, analytics to control automated processes, and decision analytics. Data need to be helpful in various environments in a way that addresses a wide range of latency concerns. As a result, we seek technologies that adapt analytic workflows to accommodate processing constraints and support the development of just-in-time, good-enough analytical strategies.
• Cybersecurity: We look for end-point security systems, zero trust systems, novel access control and isolation mechanisms, application security, code analysis, and software-defined perimeters. Data protection deserves special attention to address security and privacy concerns and look for novel ways to protect data in motion and at rest.
• Computing: We look for technologies that enable high-performance computing from commodity resources, allow distributed and edge computing, support stream processing, and enable specialized processors. We also believe that compute requirements ebb and flow, so look for technologies that rapidly provision and configure compute resources.
• Networking: We look for technologies that heighten network adaptivity and enable computation distribution. This includes software-defined networking, edge networks, and 5G technologies. Adaptive networks need secure network controls, so look for technologies that support policy-driven networking and secure network configuration.",VC,"$200,000","$10,000,000","
Name: SinWave Ventures
Type: VC
Focus: We invest in the following areas:
• Data and Analytics: We look for data ingest technologies, developer tooling for AI and ML, understandable AI systems, analytic workflow tools, analytics to control automated processes, and decision analytics. Data need to be helpful in various environments in a way that addresses a wide range of latency concerns. As a result, we seek technologies that adapt analytic workflows to accommodate processing constraints and support the development of just-in-time, good-enough analytical strategies.
• Cybersecurity: We look for end-point security systems, zero trust systems, novel access control and isolation mechanisms, application security, code analysis, and software-defined perimeters. Data protection deserves special attention to address security and privacy concerns and look for novel ways to protect data in motion and at rest.
• Computing: We look for technologies that enable high-performance computing from commodity resources, allow distributed and edge computing, support stream processing, and enable specialized processors. We also believe that compute requirements ebb and flow, so look for technologies that rapidly provision and configure compute resources.
• Networking: We look for technologies that heighten network adaptivity and enable computation distribution. This includes software-defined networking, edge networks, and 5G technologies. Adaptive networks need secure network controls, so look for technologies that support policy-driven networking and secure network configuration.
Stages: 2. Prototype,3. Early Revenue,4. Scaling,5. Growth
Locations: USA,UK,Israel
Check Size: $$200,000 to $$10,000,000
"
1Sharpe Ventures,https://www.1sharpe.ventures/,"2201 Broadway, Oakland, CA","USA,Canada,Mexico,Brazil,UK,France,Ireland,Germany","2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in Fintech, Real Estate Tech, Proptech,Architecture, Engineering, Construction, Supply Chain, Logistics, Climate, Commerce, and hospitality, Pre-Seed through Series A.  ",VC,"$500,000","$2,000,000","
Name: 1Sharpe Ventures
Type: VC
Focus: We invest in Fintech, Real Estate Tech, Proptech,Architecture, Engineering, Construction, Supply Chain, Logistics, Climate, Commerce, and hospitality, Pre-Seed through Series A.  
Stages: 2. Prototype,3. Early Revenue,1. Idea or Patent
Locations: USA,Canada,Mexico,Brazil,UK,France,Ireland,Germany
Check Size: $$500,000 to $$2,000,000
"
Ethos Family Office,https://www.ethosfg.com/family-office,"2200 Renaissance Boulevard Ste 340, King of Prussia PA 19406",USA,"2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in unique companies that complement the long term vision of our families, across tech, energy and healthcare",Family office,"$100,000","$500,000","
Name: Ethos Family Office
Type: Family office
Focus: We invest in unique companies that complement the long term vision of our families, across tech, energy and healthcare
Stages: 2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO
Locations: USA
Check Size: $$100,000 to $$500,000
"
CobuildX,https://cobuildx.com/,"Austin, TX","USA,UK,UAE,Singapore,Australia,France,Spain,India","2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO,1. Idea or Patent","We cobuild startups in the software space- Web3, Fintech, SaaS, healthcare, retail and enterprise.  We have three buckets of engagements:

Launch Catalyst
From vision to MVP, fuel ​your early-stage startup ​journey with expert ​mentoring and seamless ​product building.

Scale Catalyst
Scale your startup with ​precision and efficiency, ​unlocking unparalleled ​growth and success.

Venture ​Catalyst
Join the Venture Catalyst ​program to  get to a VC-​investible milestone, 5X ​faster.",Startup studio,"$15,000","$25,000","
Name: CobuildX
Type: Startup studio
Focus: We cobuild startups in the software space- Web3, Fintech, SaaS, healthcare, retail and enterprise.  We have three buckets of engagements:

Launch Catalyst
From vision to MVP, fuel ​your early-stage startup ​journey with expert ​mentoring and seamless ​product building.

Scale Catalyst
Scale your startup with ​precision and efficiency, ​unlocking unparalleled ​growth and success.

Venture ​Catalyst
Join the Venture Catalyst ​program to  get to a VC-​investible milestone, 5X ​faster.
Stages: 2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO,1. Idea or Patent
Locations: USA,UK,UAE,Singapore,Australia,France,Spain,India
Check Size: $$15,000 to $$25,000
"
Nahim Bin Moussa,https://nahim.crd.co,"Riyadh, Saudi Arabia","Bahrain,Kuwait,Oman,Qatar,Saudi Arabia,UAE","2. Prototype,3. Early Revenue,4. Scaling","I invest in MENA-based startups with $100k-$1m+ in revenue, and 15%+ MoM growth",Solo angel,"$1,000","$25,000","
Name: Nahim Bin Moussa
Type: Solo angel
Focus: I invest in MENA-based startups with $100k-$1m+ in revenue, and 15%+ MoM growth
Stages: 2. Prototype,3. Early Revenue,4. Scaling
Locations: Bahrain,Kuwait,Oman,Qatar,Saudi Arabia,UAE
Check Size: $$1,000 to $$25,000
"
Michele Attisani,,,,,,Solo angel,,,"
Name: Michele Attisani
Type: Solo angel
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Caeden Phelps,,,,,,Solo angel,,,"
Name: Caeden Phelps
Type: Solo angel
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Rob Hillas,,,,,,Solo angel,,,"
Name: Rob Hillas
Type: Solo angel
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Sprout Fund,https://sproutfund.vc,"Suite 305, 10654 82nd Ave, Edmonton, AB T6E 2A7, Canada",Canada,"3. Early Revenue,4. Scaling","We invest in AI, gen AI, machine learning, enterprise SaaS, property tech, health tech, gaming applications, fintech, mental health apps, workflow optimization software, no-code applications, payment apps, retail web apps, and many others",VC,"$100,000","$300,000","
Name: Sprout Fund
Type: VC
Focus: We invest in AI, gen AI, machine learning, enterprise SaaS, property tech, health tech, gaming applications, fintech, mental health apps, workflow optimization software, no-code applications, payment apps, retail web apps, and many others
Stages: 3. Early Revenue,4. Scaling
Locations: Canada
Check Size: $$100,000 to $$300,000
"
Kartik Agnihotri,,India,"Brazil,Canada,Chile,Colombia,Costa Rica,USA,Bangladesh,China,Hong Kong,India,Indonesia,Japan,Singapore,South Korea,Jordan,Kuwait,Morocco,Oman,Saudi Arabia,Turkey,UAE","3. Early Revenue,4. Scaling","I invest in Market Agnostic, B2B, B2C, B2B2C business models.",Solo angel,"$100,000","$7,000,000","
Name: Kartik Agnihotri
Type: Solo angel
Focus: I invest in Market Agnostic, B2B, B2C, B2B2C business models.
Stages: 3. Early Revenue,4. Scaling
Locations: Brazil,Canada,Chile,Colombia,Costa Rica,USA,Bangladesh,China,Hong Kong,India,Indonesia,Japan,Singapore,South Korea,Jordan,Kuwait,Morocco,Oman,Saudi Arabia,Turkey,UAE
Check Size: $$100,000 to $$7,000,000
"
Jan Fülscher,,,,,,Solo angel,,,"
Name: Jan Fülscher
Type: Solo angel
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
14Peaks Capital,https://www.14peaks.capital/,"St. Andreas 7 Cham, ZUG, 6330 Switzerland ","Switzerland,Germany,Austria,Italy,France,Spain,Portugal,Belgium,Netherlands,Denmark,Finland,Sweden,Norway,UK,Ireland,USA","2. Prototype,3. Early Revenue,4. Scaling","We invest in 
- Stage: Pre-Seed, Seed and Series A
- Business model: B2B SaaS
- Sectors: Fintech, Future of Work
- Geo: EU, UK and USA ",VC,"$300,000","$1,000,000","
Name: 14Peaks Capital
Type: VC
Focus: We invest in 
- Stage: Pre-Seed, Seed and Series A
- Business model: B2B SaaS
- Sectors: Fintech, Future of Work
- Geo: EU, UK and USA 
Stages: 2. Prototype,3. Early Revenue,4. Scaling
Locations: Switzerland,Germany,Austria,Italy,France,Spain,Portugal,Belgium,Netherlands,Denmark,Finland,Sweden,Norway,UK,Ireland,USA
Check Size: $$300,000 to $$1,000,000
"
